The skeleton graph has: Nodes 1045 and 1044 Edges. 
E (591,735)
E (84,85)
E (83,85)
E (674,737)
E (738,739)
E (739,740)
E (363,741)
E (742,743)
E (566,742)
E (556,743)
E (471,744)
E (745,746)
E (744,746)
E (748,749)
E (745,748)
E (747,749)
E (281,286)
E (373,751)
E (374,750)
E (567,753)
E (757,758)
E (282,284)
E (759,760)
E (761,762)
E (767,768)
E (574,768)
E (770,771)
E (402,771)
E (90,91)
E (91,216)
E (90,218)
E (773,774)
E (583,777)
E (778,779)
E (585,778)
E (584,779)
E (780,781)
E (246,780)
E (588,781)
E (782,784)
E (784,785)
E (740,787)
E (788,789)
E (738,788)
E (790,791)
E (790,792)
E (185,792)
E (596,597)
E (596,790)
E (789,791)
E (793,794)
E (598,795)
E (796,797)
E (606,796)
E (603,797)
E (610,798)
E (799,800)
E (801,802)
E (803,804)
E (412,413)
E (806,807)
E (805,807)
E (808,809)
E (806,808)
E (432,809)
E (810,811)
E (625,810)
E (624,811)
E (5,208)
E (60,206)
E (60,813)
E (206,389)
E (207,391)
E (207,209)
E (390,391)
E (388,390)
E (208,209)
E (388,389)
E (814,815)
E (633,815)
E (816,817)
E (128,816)
E (630,817)
E (814,818)
E (819,820)
E (818,819)
E (632,820)
E (398,399)
E (398,770)
E (399,401)
E (821,822)
E (510,821)
E (327,700)
E (700,701)
E (699,701)
E (633,822)
E (397,404)
E (396,397)
E (825,826)
E (443,825)
E (824,826)
E (392,403)
E (392,393)
E (403,404)
E (827,828)
E (467,827)
E (646,828)
E (829,830)
E (652,829)
E (649,830)
E (831,832)
E (653,832)
E (465,831)
E (833,834)
E (656,834)
E (835,836)
E (319,320)
E (175,320)
E (43,44)
E (44,319)
E (175,176)
E (41,835)
E (718,719)
E (529,719)
E (321,322)
E (176,322)
E (45,530)
E (528,717)
E (528,718)
E (43,716)
E (716,717)
E (531,723)
E (531,720)
E (722,723)
E (529,722)
E (530,721)
E (720,721)
E (833,836)
E (656,837)
E (838,839)
E (474,838)
E (660,839)
E (661,840)
E (841,842)
E (675,842)
E (678,843)
E (844,845)
E (846,847)
E (844,846)
E (681,847)
E (848,849)
E (682,849)
E (683,850)
E (852,853)
E (854,855)
E (853,854)
E (856,857)
E (855,856)
E (858,859)
E (857,858)
E (688,859)
E (860,861)
E (690,860)
E (491,861)
E (862,863)
E (541,862)
E (504,863)
E (3,396)
E (864,865)
E (705,864)
E (706,865)
E (866,867)
E (708,866)
E (709,867)
E (868,869)
E (712,869)
E (709,868)
E (870,871)
E (715,870)
E (713,871)
E (336,841)
E (342,343)
E (343,526)
E (339,523)
E (339,524)
E (340,342)
E (341,527)
E (337,341)
E (516,517)
E (336,517)
E (42,714)
E (42,522)
E (524,525)
E (340,525)
E (518,519)
E (337,519)
E (522,523)
E (526,527)
E (338,521)
E (338,516)
E (520,521)
E (518,520)
E (726,872)
E (873,874)
E (727,873)
E (728,874)
E (875,876)
E (537,875)
E (542,876)
E (877,878)
E (183,877)
E (733,878)
E (734,879)
E (880,882)
E (880,881)
E (737,880)
E (845,881)
E (736,882)
E (883,884)
E (793,883)
E (783,884)
E (775,776)
E (774,776)
E (885,886)
E (364,885)
E (72,73)
E (70,72)
E (73,775)
E (887,888)
E (565,566)
E (565,752)
E (550,887)
E (750,888)
E (751,752)
E (891,892)
E (755,756)
E (754,891)
E (756,889)
E (892,893)
E (384,755)
E (894,895)
E (283,285)
E (747,894)
E (757,895)
E (285,286)
E (283,284)
E (896,897)
E (761,896)
E (758,897)
E (898,899)
E (762,898)
E (760,899)
E (903,904)
E (572,764)
E (902,904)
E (763,764)
E (905,906)
E (769,905)
E (385,386)
E (386,387)
E (906,907)
E (385,765)
E (908,909)
E (772,909)
E (910,911)
E (912,913)
E (773,912)
E (772,913)
E (777,914)
E (785,786)
E (596,915)
E (915,916)
E (786,916)
E (795,917)
E (918,919)
E (800,919)
E (28,611)
E (615,616)
E (616,618)
E (611,612)
E (612,614)
E (613,614)
E (617,618)
E (613,617)
E (615,918)
E (920,921)
E (798,921)
E (922,923)
E (920,922)
E (802,923)
E (924,925)
E (799,924)
E (804,925)
E (926,927)
E (626,927)
E (928,929)
E (926,928)
E (812,929)
E (930,931)
E (812,931)
E (930,932)
E (933,934)
E (935,936)
E (813,936)
E (937,938)
E (630,937)
E (629,938)
E (620,939)
E (941,942)
E (823,940)
E (824,941)
E (444,823)
E (939,940)
E (943,944)
E (585,943)
E (942,944)
E (945,946)
E (657,945)
E (837,946)
E (947,948)
E (281,947)
E (840,948)
E (843,949)
E (850,950)
E (951,952)
E (851,951)
E (953,954)
E (952,954)
E (955,956)
E (42,955)
E (872,956)
E (957,958)
E (361,958)
E (879,957)
E (959,960)
E (741,960)
E (961,962)
E (959,961)
E (886,962)
E (963,964)
E (908,963)
E (965,966)
E (567,890)
E (964,966)
E (754,965)
E (889,890)
E (967,968)
E (438,967)
E (893,968)
E (969,970)
E (20,969)
E (900,970)
E (971,972)
E (900,971)
E (901,972)
E (973,974)
E (901,973)
E (902,974)
E (60,763)
E (975,976)
E (903,975)
E (573,766)
E (907,976)
E (572,573)
E (765,766)
E (977,978)
E (769,977)
E (577,578)
E (387,578)
E (979,980)
E (662,979)
E (978,980)
E (575,576)
E (576,767)
E (575,577)
E (981,982)
E (911,982)
E (983,984)
E (981,983)
E (985,986)
E (582,985)
E (984,986)
E (987,988)
E (241,987)
E (914,988)
E (989,990)
E (782,990)
E (991,992)
E (787,991)
E (794,992)
E (917,993)
E (994,995)
E (619,994)
E (996,997)
E (995,997)
E (998,999)
E (996,998)
E (1000,1001)
E (999,1001)
E (1002,1003)
E (932,1003)
E (1004,1005)
E (1002,1004)
E (934,1005)
E (935,1006)
E (1007,1008)
E (933,1007)
E (1006,1008)
E (949,1009)
E (950,1010)
E (1011,1012)
E (685,1011)
E (1013,1014)
E (851,1013)
E (1012,1014)
E (1015,1016)
E (852,1016)
E (1017,1018)
E (1019,1020)
E (1018,1020)
E (1021,1022)
E (565,1021)
E (1023,1024)
E (1019,1023)
E (1022,1024)
E (993,1025)
E (1009,1026)
E (1010,1027)
E (1028,1029)
E (568,1028)
E (753,1029)
E (1025,1030)
E (1026,1031)
E (1027,1032)
E (1030,1033)
E (1031,1034)
E (1032,1035)
E (1036,1037)
E (1033,1037)
E (1034,1038)
E (1039,1040)
E (953,1039)
E (1035,1040)
E (1038,1041)
E (1041,1042)
E (1043,1044)
E (848,1043)
E (1042,1044)
